ID,Name,maxNum,category
810,Rowa Raisin,30,CraftingMaterials
811,Sweet Raisin,30,CraftingMaterials
812,Frozen Raisin,30,CraftingMaterials
1235,Raw Meat Dumpling,3,CraftingMaterials
1760,Ruin Fragment,999,CraftingMaterials
2100,Soft Cotton,99,CraftingMaterials
2130,Celestial Dew,99,CraftingMaterials
9500,Cracked Pot,20,CraftingMaterials
9501,Ritual Pot,10,CraftingMaterials
15000,Sliver of Meat,999,CraftingMaterials
15010,Beast Liver,999,CraftingMaterials
15020,Lump of Flesh,999,CraftingMaterials
15030,Beast Blood,999,CraftingMaterials
15040,Old Fang,999,CraftingMaterials
15050,Budding Horn,999,CraftingMaterials
15060,Flight Pinion,999,CraftingMaterials
15080,Four-Toed Fowl Foot,999,CraftingMaterials
15090,Turtle Neck Meat,999,CraftingMaterials
15100,Human Bone Shard,999,CraftingMaterials
15110,Great Dragonfly Head,999,CraftingMaterials
15120,Slumbering Egg,999,CraftingMaterials
15130,Crab Eggs,999,CraftingMaterials
15140,Land Octopus Ovary,999,CraftingMaterials
15150,Miranda Powder,999,CraftingMaterials
15160,Strip of White Flesh,999,CraftingMaterials
15340,Thin Beast Bones,999,CraftingMaterials
15341,Hefty Beast Bone,999,CraftingMaterials
15400,String,999,CraftingMaterials
15410,Living Jar Shard,999,CraftingMaterials
15420,Albinauric Bloodclot,999,CraftingMaterials
15430,Stormhawk Feather,999,CraftingMaterials
20650,Poisonbloom,999,CraftingMaterials
20651,Trina's Lily,999,CraftingMaterials
20652,Fulgurbloom,999,CraftingMaterials
20653,Miquella's Lily,999,CraftingMaterials
20654,Grave Violet,999,CraftingMaterials
20660,Faded Erdleaf Flower,999,CraftingMaterials
20680,Erdleaf Flower,999,CraftingMaterials
20681,Altus Bloom,999,CraftingMaterials
20682,Fire Blossom,999,CraftingMaterials
20683,Golden Sunflower,999,CraftingMaterials
20685,Tarnished Golden Sunflower,999,CraftingMaterials
20690,Herba,999,CraftingMaterials
20691,Arteria Leaf,999,CraftingMaterials
20710,Dewkissed Herba,999,CraftingMaterials
20720,Rowa Fruit,999,CraftingMaterials
20721,Golden Rowa,999,CraftingMaterials
20722,Rimed Rowa,999,CraftingMaterials
20723,Bloodrose,999,CraftingMaterials
20740,Eye of Yelough,999,CraftingMaterials
20750,Crystal Bud,999,CraftingMaterials
20751,Rimed Crystal Bud,999,CraftingMaterials
20753,Sacramental Bud,999,CraftingMaterials
20760,Mushroom,999,CraftingMaterials
20761,Melted Mushroom,999,CraftingMaterials
20770,Toxic Mushroom,999,CraftingMaterials
20775,Root Resin,999,CraftingMaterials
20780,Cracked Crystal,999,CraftingMaterials
20795,Sanctuary Stone,999,CraftingMaterials
20800,Nascent Butterfly,999,CraftingMaterials
20801,Aeonian Butterfly,999,CraftingMaterials
20802,Smoldering Butterfly,999,CraftingMaterials
20810,Silver Firefly,999,CraftingMaterials
20811,Gold Firefly,999,CraftingMaterials
20812,Glintstone Firefly,999,CraftingMaterials
20820,Golden Centipede,999,CraftingMaterials
20825,Silver Tear Husk,999,CraftingMaterials
20830,Gold-Tinged Excrement,999,CraftingMaterials
20831,Blood-Tainted Excrement,999,CraftingMaterials
20840,Cave Moss,999,CraftingMaterials
20841,Budding Cave Moss,999,CraftingMaterials
20842,Crystal Cave Moss,999,CraftingMaterials
20845,Yellow Ember,999,CraftingMaterials
20850,Volcanic Stone,999,CraftingMaterials
20852,Formic Rock,999,CraftingMaterials
20855,Gravel Stone,999,CraftingMaterials
